scenario_id,nominal_leak1_gpm,nominal_leak2_gpm,leak_source,pump_outlet_flow_gpm_num_samples,pump_outlet_flow_gpm_duration_seconds,pump_outlet_flow_gpm_mean,pump_outlet_flow_gpm_std,pump_outlet_flow_gpm_min,pump_outlet_flow_gpm_max,pump_outlet_flow_gpm_range,pump_outlet_flow_gpm_median,pump_outlet_flow_gpm_q25,pump_outlet_flow_gpm_q75,pump_outlet_flow_gpm_iqr,pump_outlet_flow_gpm_rms,pump_outlet_flow_gpm_initial,pump_outlet_flow_gpm_final,pump_outlet_flow_gpm_delta,pump_outlet_flow_gpm_mean_abs_diff,pump_outlet_flow_gpm_std_diff,pump_outlet_flow_gpm_max_abs_diff,pump_outlet_flow_gpm_trend_slope_per_sec,pump_outlet_flow_gpm_area,pump_outlet_pressure_psi_num_samples,pump_outlet_pressure_psi_duration_seconds,pump_outlet_pressure_psi_mean,pump_outlet_pressure_psi_std,pump_outlet_pressure_psi_min,pump_outlet_pressure_psi_max,pump_outlet_pressure_psi_range,pump_outlet_pressure_psi_median,pump_outlet_pressure_psi_q25,pump_outlet_pressure_psi_q75,pump_outlet_pressure_psi_iqr,pump_outlet_pressure_psi_rms,pump_outlet_pressure_psi_initial,pump_outlet_pressure_psi_final,pump_outlet_pressure_psi_delta,pump_outlet_pressure_psi_mean_abs_diff,pump_outlet_pressure_psi_std_diff,pump_outlet_pressure_psi_max_abs_diff,pump_outlet_pressure_psi_trend_slope_per_sec,pump_outlet_pressure_psi_area
47,20,40,both,517,10,898.733149919713,548.194784977708,-5.04369883744465e-05,1404.21571555847,1404.21576599546,1223.853891871,333.408495300673,1387.68589455646,1054.27739925578,1052.45309883059,13.6484561380307,1404.21571555847,1390.56725942044,3.64007310368833,22.8944123792358,334.281894861504,155.146274549117,9525.68417389775,517,10,382.307772869712,93.1520532525121,110.66950860601,493.462247809359,382.792739203349,390.277013635022,322.38051958669,470.493179491168,148.112659904477,393.471414801885,321.071293006832,493.462247809359,172.390954802527,1.14960179591318,7.08083971522722,84.5111651556568,26.82866550711,3713.35405681028
48,30,40,both,517,10,884.466747601021,552.565288765634,-5.01824907853308e-05,1404.24193903695,1404.24198921944,1188.67326998602,337.856974483843,1390.44734315956,1052.59036867572,1042.60215268709,20.506935955952,1404.24193903695,1383.73500308099,3.65083950991735,22.9614606702949,339.510207424867,153.475585320929,9542.72282357296,517,10,378.869228829315,93.9710268339721,110.656231850008,491.197441407453,380.541209557445,382.192890412075,320.547678047989,471.334386042736,150.786707994747,390.327255085951,319.45390676531,491.197441407453,171.743534642143,1.14212962898912,7.02666468253546,82.4772093839079,26.5820708260186,3697.01294596049
49,40,40,both,525,10,889.252855851547,554.365440117907,-4.97303504017812e-05,1404.21760708014,1404.21765681049,1210.79637213046,342.555431765084,1386.42094572789,1043.86551396281,1047.61935330799,27.3295261093071,1404.21760708014,1376.88808097083,3.6277868566479,22.8813057842433,344.753874251094,150.474347751472,9529.67099059063,525,10,378.197788447185,95.5076176265766,110.644507728462,489.221647302223,378.577139573761,385.622472528145,318.925204850379,472.208357028785,153.283152178406,390.048583556982,317.857718928871,489.221647302223,171.363928373352,1.11792052693042,6.91954468715218,80.4662162227652,26.4754290361825,3683.60094500907
50,50,40,both,513,10,892.112206716903,552.529638069625,-4.94279340078212e-05,1404.26358906246,1404.26363849039,1209.89395664963,347.985781277605,1389.85936694133,1041.87358566372,1049.07487104289,34.1146467319271,1404.26358906246,1370.14894233053,3.69583798435648,23.2143959239556,350.133678476355,146.633174318237,9544.95524826875,513,10,377.00737145364,97.0711471114446,110.631699498155,486.996057362193,376.364357864038,382.601013580811,317.211779330664,473.096105704161,155.884326373496,389.280101836593,316.282726117469,486.996057362193,170.713331244724,1.13674881056403,6.9489548988088,78.4790185206933,26.3278354603645,3667.17021382506
51,60,40,both,502,10,886.779081311609,554.278068748397,-4.91291255345254e-05,1404.3298583688,1404.32990749793,1188.8731865574,353.242257493331,1392.99361857974,1039.75136108641,1045.4612934938,40.8647137447144,1404.3298583688,1363.46514462409,3.75811984891008,23.5630467292944,355.425562697863,143.30845524623,9561.38456572834,502,10,374.344817743887,99.3285417756589,110.6189520117,484.768227551258,374.149275539558,375.999026348487,315.380849863225,473.915911680067,158.535061816842,387.273221485007,314.728006205045,484.768227551258,170.040221346213,1.15420825867339,6.97529218764849,76.5142246939709,26.2212420891107,3650.59061150236
52,70,40,both,524,10,845.770867940075,574.396603680372,-4.88332619267199e-05,1404.41715208398,1404.41720091724,1126.63448883423,352.75237749051,1395.79803854001,1043.0456610495,1022.07151373474,47.5805198636223,1404.41715208398,1356.83663222035,3.62454622390984,23.1204291377358,359.512716160633,146.018959527962,9546.70482116477,524,10,369.649153472479,99.4152161117295,110.606269727225,482.572079406984,371.965809679759,361.397238173001,313.502933101867,474.676437222018,161.173504120151,382.759742443397,313.193032868353,482.572079406984,169.379046538632,1.09889097877296,6.77398997021994,74.5712586384609,25.8428908777162,3635.98700017205
53,80,40,both,514,10,828.603925333626,578.385980343522,-4.85385258130426e-05,1404.52582681561,1404.52587535413,1085.44742708382,356.37099133044,1398.13302401622,1041.76203268578,1010.18016714568,54.261443846855,1404.52582681561,1350.26438296875,3.71159253064381,23.3123441717592,361.053484314152,144.9296549473,9553.96609778815,514,10,365.918332604149,99.1278371574381,110.593653967378,480.380876377656,369.787222410278,354.101541792198,311.817959876237,475.401500086661,163.583540210424,379.082361585802,311.677613310986,480.380876377656,168.70326306667,1.11309268670597,6.77273426427276,72.8022942432679,25.5428427905194,3619.93261001617
54,90,40,both,469,10,773.604317869379,580.885305431254,-4.82451949460387e-05,1404.60775952026,1404.60780776546,882.738787700748,10.003396956066,1397.67650260845,1387.67310565239,967.042872143751,60.9077101094936,1404.60775952026,1343.70004941077,4.00443016367523,24.3244777667232,362.507154725799,145.765721767494,9563.38151537942,469,10,354.737479545747,99.5886733196225,110.581103577092,478.187965364027,367.606861786935,331.970122680148,308.724332781937,476.093365462803,167.369032680865,368.4229041896,310.181369037301,478.187965364027,168.006596326726,1.2122866328188,7.02525705926018,72.8173966741219,25.6491227405035,3602.51658442851
55,100,40,both,350,10,568.454919225445,520.803601746659,-4.79604944566482e-05,1404.70025060108,1404.70029856158,377.730387253835,13.8867317783786,1126.56967274804,1112.68294096966,770.455985546913,67.3546642823185,1404.70025060108,1337.34558631876,5.40912103380193,28.1177195075972,363.939486731104,202.369204835008,9567.73635943659,350,10,312.681393880501,79.9896996810393,110.568929598636,476.076942948977,365.508013350341,310.296217770246,307.080552178984,355.99723770189,48.9166855229061,322.722365398255,308.740640899939,476.076942948977,167.336302049037,1.61546114043846,8.05871011047528,72.8320462715035,30.2458615234282,3588.07822561441
56,0,50,segment2,346,10,673.289499136545,493.415714138141,-5.9271195153731e-05,1410.83142137708,1410.83148064827,689.677610110514,73.9745400861813,1170.03113993617,1096.05659984999,834.310600246782,-1.39506845155514e-05,1410.83142137708,1410.83143532776,5.24752776495332,27.8696736953507,382.529839924072,203.28554907691,9391.21308184275,346,10,403.94948919337,59.476058882298,110.697109319502,537.509128955839,426.812019636337,387.436015961833,374.948974707292,431.829118159942,56.8801434526493,408.292012774884,324.332591435872,537.509128955839,213.176537519967,1.85636957029771,9.3024653576207,88.6006815914468,25.7829366531971,4104.75001559659
57,10,50,both,511,10,906.119444595572,548.34132225459,-5.06307930308975e-05,1404.21573724897,1404.21578787976,1240.38239287546,328.121741169168,1384.0953808023,1055.97363963314,1058.84004561816,6.75472918850896,1404.21573724897,1397.46100806046,3.68259919154802,22.944900776092,328.974164789777,158.516700610606,9530.21036946427,511,10,383.962850568456,93.5355042185531,110.683328991185,495.791693936244,385.108364945059,397.084611833742,324.199831031285,469.625229664933,145.425398633648,395.169887579429,322.71010255907,495.791693936244,173.081591377174,1.17085321707582,7.17676853799201,86.5685494778323,27.4139839822092,3730.35428763525
58,20,50,both,510,10,892.004702637685,551.948722615815,-5.04369884748018e-05,1404.21154965044,1404.21160008743,1209.49100373582,333.143507939488,1388.18713083372,1055.04362289423,1048.67651546926,13.6484561407213,1404.21154965044,1390.56309350972,3.65292087297794,23.0245067319189,334.281895199804,155.788103124825,9539.81306943306,510,10,381.577526338573,94.1831237074832,110.669508460056,493.453355827485,382.78384736743,387.445712246008,322.307120581042,470.462492425102,148.15537184406,393.006967288861,321.071293006195,493.453355827485,172.38206282129,1.16539417498208,7.13057834587983,84.5111651548565,26.9307947979385,3713.09502309113
59,30,50,both,514,10,885.473574881282,552.610903060043,-5.01824908173195e-05,1404.2429335454,1404.24298372789,1188.17894014319,337.893054505517,1390.79447611427,1052.90142160875,1043.47886408642,20.5069359586302,1404.2429335454,1383.73599758677,3.66769611383984,23.0284260690739,339.510206202288,153.028286960491,9543.95223867459,514,10,378.966182761957,94.177852129204,110.656231822785,491.201447271798,380.545215449013,381.100918844607,320.552600689927,471.325231492325,150.772630802398,390.470971692964,319.453906764681,491.201447271798,171.747540507117,1.14881655845502,7.04675111908882,82.477209383116,26.580255571876,3696.70692635339
60,40,50,both,518,10,891.403793693547,555.652838954442,-4.97303503401608e-05,1404.21285931131,1404.21290904166,1217.525754377,342.551264467377,1386.44425554214,1043.89299107477,1050.12130643504,27.3295261119723,1404.21285931131,1376.88333319934,3.63466109516093,23.0184825830033,344.753883803456,149.742898005749,9535.84210909247,518,10,379.285112687722,96.3468002190187,110.644507627419,489.214745079373,378.570237451954,385.346923525741,318.929469169889,472.231333948158,153.301864778269,391.308040215502,317.85771892825,489.214745079373,171.357026151123,1.13304343158595,6.96764549491562,80.4662162219822,26.4440812533004,3683.31884712508
62,60,50,both,509,10,888.951697098646,553.188565821957,-4.91291255344092e-05,1404.33894038815,1404.33898951727,1189.61486322742,353.215937080542,1393.02194336127,1039.80600628073,1046.73372726405,40.8647137473548,1404.33894038815,1363.47422664079,3.73850859334939,23.4130937104771,355.425562731537,143.470927276142,9559.15785248749,509,10,374.676648954731,98.9030471838862,110.618952012134,484.779769351942,374.160817339808,376.207656855967,315.431330935447,473.919366760664,158.488035825217,387.485724004694,314.728006204439,484.779769351942,170.051763147503,1.13832653424101,6.9256501570662,76.5142246932047,26.2065652133852,3650.63256153729
63,70,50,both,533,10,853.298584770003,572.560088287128,-4.88332619819989e-05,1404.42791749576,1404.42796632902,1155.02343038204,352.922079528403,1395.86200494501,1042.9399254166,1027.29181495914,47.5805198662505,1404.42791749576,1356.84739762951,3.58099435300321,22.931002377636,359.512615978288,145.360974039238,9545.66982705614,533,10,370.636402748941,99.0945765602652,110.606269736042,482.573044435075,371.966774699033,365.760492875212,313.514647852884,474.667752921643,161.153105068758,383.630883308833,313.193032867754,482.573044435075,169.380011567321,1.08030261910318,6.71563882395599,74.571258637703,25.7966378021003,3636.04116458633
64,80,50,both,515,10,829.431451405919,579.626264692817,-4.85385305239816e-05,1404.50980776956,1404.50985630809,1084.50069562414,356.342206199445,1398.35369487331,1042.01148867387,1011.56847368823,54.2614438494705,1404.50980776956,1350.24836392009,3.66548397235331,23.2701634878789,361.053340862649,144.261216878748,9557.00322254014,515,10,366.808179504385,99.7476890058129,110.593653907971,480.376651770993,369.782997863022,353.872513567902,311.818407995694,475.395905111124,163.57749711543,380.103304903854,311.677613310395,480.376651770993,168.699038460598,1.11091904562475,6.76733186045272,72.8022942505689,25.4806039525988,3619.67367356316
65,90,50,both,464,10,767.744769535275,578.458841421473,-4.82451959220932e-05,1404.62615440419,1404.62620264938,880.483270307946,10.0051735576342,1396.53740938356,1386.53223582593,960.89828293373,60.9077101120964,1404.62615440419,1343.71844429209,4.08965884082401,24.4653632102407,362.485686273343,147.508762419959,9559.14359483174,464,10,352.90472621909,98.4803586791615,110.581103523536,478.203449886838,367.622346363302,330.149593046918,308.724330594513,467.12437353119,158.400042936677,366.35942071968,310.181369036717,478.203449886838,168.022080850121,1.22543294971622,7.06116441414966,72.8173966143804,25.7856273280884,3602.80851965505
66,100,50,both,354,10,576.346330905224,523.170481841742,-4.79605125535838e-05,1404.71496055383,1404.71500851434,377.798376634764,13.8871835170317,1129.67098797799,1115.78380446096,777.887692154363,67.3546642849091,1404.71496055383,1337.36029626892,5.37710321244122,27.9701730137623,363.920815762481,202.611284940314,9564.2776106822,354,10,313.640073208879,80.1049896622531,110.568929860837,476.087127082566,365.518197221729,310.3838258398,307.082809863022,359.344223420121,52.2614135570989,323.680055473183,308.740640899362,476.087127082566,167.346486183203,1.59720856855013,8.0115734441785,72.8320460844218,30.2288759762085,3588.43154477025
67,0,60,segment2,341,10,692.3849789678,499.283143274202,-5.92687888410818e-05,1410.83960092761,1410.8396601964,831.943505682438,74.0339956585192,1174.1536639118,1100.11966825329,853.199612716886,-1.39464280759779e-05,1410.83960092761,1410.83961487404,5.34318557799654,28.0677367336164,382.504855668508,200.46851601594,9392.49564763345,341,10,405.335975372642,60.3622519841262,110.697109066758,537.46902181072,426.771912743962,391.147551384278,374.93006023593,433.575729917311,58.6456696813802,409.792837111147,324.332591183516,537.46902181072,213.136430627203,1.88355116135507,9.37075481196211,88.6006815316525,25.7393568970804,4104.53091469793
68,10,60,both,507,10,904.927298728331,549.248463408879,-5.06307930331614e-05,1404.2070157797,1404.20706641049,1238.7049670077,328.111146327598,1384.21676643797,1056.10562011037,1058.28742458593,6.7547291924548,1404.2070157797,1397.45228658724,3.66397655143277,23.016581955121,328.974164844817,158.181856697341,9532.49298351553,507,10,383.951707048006,93.9259677852012,110.683328997026,495.772224082195,385.088895085169,396.504387992118,324.187996031163,469.670630194369,145.482634163206,395.251312714521,322.710102558128,495.772224082195,173.062121524067,1.18007049572936,7.20683886871515,86.5685494766509,27.4006806278202,3730.29792204251
69,20,60,both,514,10,895.952785873998,550.272189351274,-5.04369883740732e-05,1404.21624624039,1404.21629667737,1223.00634691968,333.237036437779,1388.29723350397,1055.06019706619,1051.16210587973,13.6484561446484,1404.21624624039,1390.56779009574,3.63480846392541,22.94136169551,334.281894880112,155.462863428362,9528.7297157392,514,10,382.312191922835,93.5566125619516,110.669508605827,493.455866612851,382.786358007025,390.509601025215,322.37017000196,470.473375836798,148.103205834838,393.571369608859,321.071293005265,493.455866612851,172.384573607586,1.15631217445142,7.10216468951725,84.5111651536881,26.8260330807215,3713.3288729152
70,30,60,both,522,10,891.513352771755,552.238686138985,-5.01824908173605e-05,1404.22245002838,1404.22250021087,1208.05410087784,338.072690853152,1391.82216797239,1053.74947711923,1048.41756737681,20.5069359625402,1404.22245002838,1383.71551406584,3.60748206894158,22.8528099105318,339.510206184708,152.493067115152,9544.198986666,522,10,380.207445037677,94.2147143489776,110.656231822218,491.203039088086,380.546807265868,384.711363188799,320.590364132051,471.336573277812,150.74620914576,391.684961468375,319.453906763762,491.203039088086,171.749132324324,1.13117943628428,6.9929915909311,82.4772093819596,26.5185576402025,3696.66388956221
71,40,60,both,520,10,883.019398610214,556.917460434857,-4.9730350408368e-05,1404.19048481987,1404.19053455022,1188.49665451339,341.833943884653,1386.48786614659,1044.65392226194,1043.68762576687,27.3295261158633,1404.19048481987,1376.860958704,3.59705336741824,22.978336989319,344.75387916757,149.193447388921,9534.1894210207,520,10,378.205881679767,96.4384563901268,110.64450774992,489.203899988476,378.559392238556,379.270433179208,318.892320060553,472.205280942524,153.312960881971,390.28474152837,317.857718927343,489.203899988476,171.346181061132,1.12865628089966,6.95515923484698,80.4662162208392,26.3698648893214,3678.62409212533
72,50,60,both,516,10,900.274858121079,551.577014716011,-4.94279342851468e-05,1404.26097862011,1404.26102804804,1225.99074846726,348.246324399806,1389.92233710743,1041.67601270762,1055.52944835522,34.1146467384511,1404.26097862011,1370.14633188166,3.65636519176109,23.145332013634,350.133673504851,145.525094432147,9543.73104252297,516,10,378.831921673678,97.4016355105466,110.631699572497,486.996827797247,376.36512822475,385.254231618862,317.24842523648,473.116920962552,155.868495726072,391.129540776276,316.28272611596,486.996827797247,170.714101681286,1.13012846847215,6.92896446073538,78.4790185187885,26.2588369885581,3667.09887677975
73,60,60,both,507,10,888.964976914267,554.700380968674,-4.91291255617643e-05,1404.33189420039,1404.33194332952,1189.62110179319,353.311888615655,1393.06685328958,1039.75496467393,1047.54205368657,40.8647137512095,1404.33189420039,1363.46718044918,3.73285960649329,23.4502702030491,355.425565232678,143.109438211244,9559.63814551727,507,10,374.910983469995,99.4606882414612,110.618952066689,484.772803140872,374.153851074183,376.215630529848,315.386305986817,473.910933657424,158.524627670607,387.854563385039,314.728006203555,484.772803140872,170.044796937318,1.14281208113435,6.94025748086185,76.514224692086,26.202358961534,3650.77692336817
74,70,60,both,527,10,848.982465171139,574.260497121143,-4.88332619054762e-05,1404.42547930659,1404.42552813985,1128.44989641831,352.729200023446,1395.91006947413,1043.18086945069,1024.65632554708,47.5805198700868,1404.42547930659,1356.8449594365,3.59072887000407,23.0522222377473,359.512757426741,145.08908564461,9547.59827640375,527,10,370.485101667628,99.6979896952335,110.606269723578,482.577113032814,371.970843309236,363.560086321858,313.506321859798,474.663375496914,161.157053637115,383.640507267829,313.193032866881,482.577113032814,169.384080165933,1.09263307300057,6.75433651824875,74.5712586365963,25.780034617631,3636.04642598491
75,80,60,both,521,10,837.088720388765,578.69613561694,-4.85385358048167e-05,1404.53251903235,1404.53256757089,1121.80739798789,356.449773357629,1398.37037613389,1041.92060277626,1017.33178539394,54.2614438532887,1404.53251903235,1350.27107517907,3.66350729269741,23.145317761289,361.051475630757,144.471631481932,9555.25329952929,521,10,367.675493119271,99.3927386800986,110.593654034415,480.402114798729,369.808460764314,358.663690423864,311.820604023054,475.407810079615,163.587206056561,380.848031753887,311.677613309532,480.402114798729,168.724501489197,1.09815137332611,6.7260324708247,72.8022942432824,25.506752001899,3620.18734405764
77,100,60,both,354,10,578.872474046855,525.826376970182,-4.79604943865894e-05,1404.71188181165,1404.71192977215,377.798887299195,13.8871738721763,1149.95549701493,1136.06832314275,781.54057168171,67.3546642886908,1404.71188181165,1337.35721752296,5.37850331293669,27.9533882532538,363.909262217964,202.5049151837,9564.59705704363,354,10,314.215749399066,80.5830974184315,110.568929595742,476.089604776942,365.520675181199,310.37612904863,307.082731485637,360.176290463133,53.0935589774956,324.356022229594,308.74064089852,476.089604776942,167.348963878421,1.59723047070447,8.01155429139163,72.8320462717828,30.1943423118454,3588.13430495792
78,0,70,segment2,337,10,681.677816662773,492.972242076998,-5.92640495959364e-05,1410.84000546787,1410.84006473192,826.71486829411,74.1460781482334,1144.62077139631,1070.47469324808,840.824086685785,-1.39380451043538e-05,1410.84000546787,1410.84001940591,5.35288676284509,28.2215230641366,382.547670287971,202.133542740166,9393.0304910397,337,10,403.635130333118,59.1485617630206,110.697108568943,537.421318290619,426.724209721676,392.757160139344,374.895228687011,426.635455592427,51.7402269054162,407.933192246797,324.332590686515,537.421318290619,213.088727604104,1.90583241618824,9.42641815355821,88.6006814139155,25.8129917677103,4104.26960329062
79,10,70,both,521,10,918.85429195909,544.29654454771,-5.06307930059151e-05,1404.22179469816,1404.22184532895,1256.40629528324,328.299638914098,1384.28124461636,1055.98160570226,1067.70000630459,6.75472920022568,1404.22179469816,1397.46706549793,3.63397352226464,22.7440736565811,328.97416470372,157.163532390729,9519.3573374765,521,10,386.392768249284,92.8572097822558,110.68332905544,495.798709848578,385.115380793138,403.632250493651,324.2418264566,469.677790332928,145.435963876328,397.372977105807,322.710102556273,495.798709848578,173.088607292304,1.14835030088724,7.10626385417378,86.568549474324,27.2306949008321,3730.01860238809
80,20,70,both,525,10,905.269492176197,549.586234154092,-5.04369884891031e-05,1404.21486009771,1404.2149105347,1242.3088787476,333.448192115854,1388.43743517975,1054.98924306389,1058.76463785503,13.6484561523841,1404.21486009771,1390.56640394532,3.57115071359508,22.7042712091949,334.281894701306,154.728266052087,9539.47459653297,525,10,383.789356999368,93.9205855609913,110.669508441888,493.458049406323,382.788540964436,396.42920776059,322.40115582832,470.557079121749,148.155923293429,395.093083826884,321.071293003434,493.458049406323,172.386756402889,1.13204261199528,7.0267972618668,84.5111651513869,26.8483900701376,3713.01427996254
81,30,70,both,525,10,893.296602551821,552.721743204686,-5.01824908162624e-05,1404.22127331401,1404.2213234965,1223.13297634729,338.026487003035,1392.09942843714,1054.0729414341,1050.18962014265,20.5069359702403,1404.22127331401,1383.71433734377,3.57487263569581,22.7888218507417,339.51020621728,152.412750590778,9544.36321177237,525,10,380.807620704445,94.335921685791,110.656231822453,491.201498495616,380.545266673162,387.957389333254,320.609553086814,471.29680019916,150.687247112345,392.296774296962,319.453906761954,491.201498495616,171.747591733662,1.12470027807114,6.97309860173105,82.4772093796823,26.4921563436029,3696.65363745554
82,40,70,both,519,10,889.426582117991,556.406138158392,-4.97303502520858e-05,1404.20237594191,1404.20242567226,1207.67043443768,342.592997358029,1386.55662194577,1043.96362458774,1048.84266088456,27.3295261235267,1404.20237594191,1376.87284981839,3.61289329876889,22.9928280654639,344.75388793092,149.103115917641,9538.52616062342,519,10,379.033059109719,96.6313756426938,110.644507569565,489.213001901975,378.56849433241,382.320892539774,318.885916870889,472.189440338012,153.303523467124,391.133853163674,317.857718925557,489.213001901975,171.355282976418,1.13085272411473,6.96132474176341,80.4662162185879,26.4010731000003,3683.39781012048
83,50,70,both,519,10,896.422960026776,552.464679509252,-4.94279341624717e-05,1404.26149350233,1404.26154293027,1223.26486396055,348.080455657959,1389.99164416521,1041.91118850725,1052.71233403778,34.1146467460763,1404.26149350233,1370.14684675626,3.65809825526209,23.0733169541264,350.133676089552,146.104546768041,9544.81690900869,519,10,378.144257336204,97.2496834109677,110.631699537322,487.01380928878,376.382109751458,384.407792748846,317.227257885817,473.080094684712,155.852836798895,390.425867143496,316.282726114197,487.01380928878,170.731083174583,1.12361610586411,6.90773120945039,78.4790185165621,26.2719223231432,3667.31522491369
84,60,70,both,508,10,890.971391339487,553.124567809716,-4.91291237160093e-05,1404.31981135038,1404.3198604795,1189.1794670846,353.36033960994,1393.14004151718,1039.77970190724,1048.41525658699,40.8647137588016,1404.31981135038,1363.45509759158,3.70471629991926,23.4414192430323,355.425565594918,142.082975804497,9553.248358697,508,10,376.310165058681,98.6319545763187,110.618952325179,484.762469453971,374.143517128792,375.67162304015,315.440285420063,473.862065737355,158.421780317292,388.996725779378,314.728006201813,484.762469453971,170.034463252158,1.14053763068275,6.93452618434725,76.514224689883,25.932237465717,3650.84693952889
85,70,70,both,541,10,856.434020613405,572.46545259529,-4.88332618382109e-05,1404.44180889977,1404.44185773304,1158.91662222709,353.063612085501,1395.97512813309,1042.91151604759,1029.8495837215,47.5805198776423,1404.44180889977,1356.86128902213,3.54933575639972,22.7726707796862,359.513029960238,144.967202249015,9543.76017433813,541,10,371.39983447429,99.1657826208595,110.606269699683,482.595634242087,371.989364542404,366.852198964876,313.519639878622,474.650250870695,161.130610992073,384.387190621538,313.19303286516,482.595634242087,169.402601376926,1.06433961346956,6.66407017458983,74.5712586344169,25.7601158829031,3636.07990348603
86,80,70,both,519,10,834.841168844225,578.685071006409,-4.85385358043232e-05,1404.52429078053,1404.52433931907,1089.93535067203,356.411877999809,1398.39331544545,1041.98143744564,1015.4757282523,54.2614438608083,1404.52429078053,1350.26284691972,3.66905986034445,23.2018071263486,361.054424183779,144.227436226752,9554.41930927094,519,10,367.331484322477,99.4435122299451,110.5936540344,480.386206603289,369.792552568889,357.272157284737,311.819797837057,475.349183126481,163.529385289424,380.529075795682,311.677613307833,480.386206603289,168.708593295457,1.10235800318054,6.73988876239762,72.8022942432996,25.490382181738,3620.09814813678
88,100,70,both,355,10,580.08511153916,525.425364875415,-4.79604947560227e-05,1404.71157770168,1404.71162566217,377.807413237193,13.8872831287057,1157.7182062655,1143.83092313679,782.171901567692,67.3546642961396,1404.71157770168,1337.35691340554,5.35841801804183,27.9178161746442,363.898247950079,203.124560477386,9563.19362094672,355,10,314.176269609553,80.321590946402,110.568929633181,476.085071093954,365.516141460773,310.414514403413,307.082996826833,360.972296760385,53.8892999335524,324.253161827602,308.740640896862,476.085071093954,167.344430197092,1.59271986341918,8.00065715953682,72.8320460844474,30.2439663018382,3588.20724490385
89,0,80,segment2,344,10,696.870656265817,494.585502739957,-5.92565029757162e-05,1410.85603712578,1410.85609638228,835.280349923182,74.3316487107268,1145.09827945842,1070.76663074769,854.126712785203,-1.39246966102045e-05,1410.85603712578,1410.85605105048,5.26632904368889,27.9491341993144,382.549195259388,200.281913478263,9392.34192369388,344,10,404.648410113464,59.1418592804345,110.697107776145,537.392693789061,426.695586012916,394.898430038,374.857191486697,427.44631093461,52.5891194479128,408.935113949538,324.332589895144,537.392693789061,213.060103893917,1.86685442604058,9.32779291293047,88.6006812265123,25.7397215698019,4104.00694996701
90,10,80,both,517,10,919.635189384478,545.796100167978,-5.06307930116784e-05,1404.19705490598,1404.19710553678,1255.85540692043,328.290136919949,1384.47751035234,1056.18737343239,1069.13332583651,6.75472921259798,1404.19705490598,1397.44232569338,3.58796984526332,22.7929288983406,328.974164896105,156.223757348851,9527.94539150043,517,10,386.993388503569,93.5215356548728,110.683329035642,495.768609903882,385.08528086824,402.615878589922,324.23283354598,470.137100428071,145.904266882092,398.112098549972,322.71010255332,495.768609903882,173.058507350562,1.15719390806539,7.13726029485499,86.5685494706194,27.1748585133371,3729.79172951466
91,20,80,both,533,10,909.998193311675,549.737231083812,-5.04369884454093e-05,1404.19975300175,1404.19980343874,1253.85565822773,333.518773635087,1388.6021286181,1055.08335498302,1062.89262629233,13.6484561647007,1404.19975300175,1390.55129683705,3.49918802221633,22.5383485856912,334.281895873382,153.97579128016,9536.1250842158,533,10,384.877181771083,94.1736639393894,110.669508490684,493.443620376907,382.774111886223,399.939964813455,322.424044062477,470.752991672253,148.328947609777,396.210152387909,321.071293000518,493.443620376907,172.37232737639,1.11499229235731,6.9749156470141,84.5111651477232,26.7958151383192,3713.42867177248
92,30,80,both,529,10,896.850950679424,553.482583085373,-5.01824907608432e-05,1404.23083460421,1404.2308847867,1227.20306544833,338.156577178268,1392.22231261203,1054.06573543376,1053.6154418344,20.5069359825004,1404.23083460421,1383.72389862171,3.55583893124686,22.7014588440023,339.510207030434,152.037819653833,9543.58104698132,529,10,381.660580507736,94.7064510566854,110.656231839197,491.213148417415,380.556916578218,389.840733820475,320.606461055808,471.346209501447,150.739748445639,393.213879923287,319.453906759074,491.213148417415,171.759241658341,1.11620188558568,6.94576626321644,82.4772093760564,26.4837966892909,3697.14687843025
93,40,80,both,534,10,901.04957332187,553.229411246948,-4.97303503966626e-05,1404.2047782197,1404.20482795005,1233.66903094904,342.854720906508,1388.96430019642,1046.10957928991,1057.06194888285,27.3295261357273,1404.2047782197,1376.87525208397,3.53477220555393,22.6872920778656,344.753874762334,148.123574639503,9530.76837699156,534,10,381.055411420376,96.1191265428016,110.644507724438,489.215721559981,378.571213835543,390.259744906064,318.986300890098,472.252700820041,153.266399929944,392.969224971303,317.857718922714,489.215721559981,171.358002637267,1.09903270238808,6.86153563609823,80.4662162150033,26.2974130519697,3683.41306693035
95,60,80,both,519,10,896.408150900976,553.85408271881,-4.91291255328042e-05,1404.31871032111,1404.31875945023,1209.60821387357,353.331512047834,1393.2609498296,1039.92943778177,1053.42815090153,40.8647137708883,1404.31871032111,1363.45399655022,3.61492610576448,23.1709779503403,355.425562825604,141.90301576589,9562.80005674674,519,10,377.244077853949,99.7100473790443,110.618952012089,484.762841108673,374.143889096584,380.078601512157,315.483602927825,473.859860084779,158.376257156954,390.174360478231,314.72800619904,484.762841108673,170.034834909634,1.11631843850551,6.86079137474116,76.5142246863755,26.049788051708,3650.54528801198
