scenario_id,nominal_leak1_gpm,nominal_leak2_gpm,leak1_opening,leak2_opening,leak1_present,leak2_present,leak_source,status,output_file,error_message,elapsed_seconds,actual_leak1_gpm_mean,actual_leak2_gpm_mean,actual_leak1_gpm_final,actual_leak2_gpm_final
55,100,40,1,0.4,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0055_l1_100p00_gpm_l2_040p00_gpm.mat,"",2.7978964,74.1001239078051,15.2873260741958,75.3993811573401,15.2873260753046
56,0,50,0,0.5,0,1,segment2,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0056_l1_000p00_gpm_l2_050p00_gpm.mat,"",4.5147233,1.57223493784828e-08,19.8706785933919,1.60701614836517e-08,20.0492165285201
57,10,50,0.1,0.5,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0057_l1_010p00_gpm_l2_050p00_gpm.mat,"",5.0454781,7.41528020683451,19.1479997699981,7.56617223694627,19.3253391552813
58,20,50,0.2,0.5,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0058_l1_020p00_gpm_l2_050p00_gpm.mat,"",4.6397861,15.0132129071138,19.1443683797916,15.2881862947974,19.2944329435159
59,30,50,0.3,0.5,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0059_l1_030p00_gpm_l2_050p00_gpm.mat,"",4.9300448,22.6073004707021,19.142333968985,22.97179406972,19.2649015711141
60,40,50,0.4,0.5,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0060_l1_040p00_gpm_l2_050p00_gpm.mat,"",4.7176863,30.1941122420157,19.1398717227241,30.6187947734594,19.2371627905378
61,50,50,0.5,0.5,1,1,both,failed,,"['pipeline_with_pump_leaks/Reservoir/Solver Configuration']: Transient initialization at time 2.2, solving for consistent states and modes, failed to converge.
Caused by:
    Nonlinear solver: failed to converge, residual norm too large.
        These components have equations that did not converge:

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/Check Valve (TL)')"">'pipeline_with_pump_leaks/Check Valve (TL)'</a>
Equation location is:
'fluids.thermal_liquid.valves.pressure_control_valves.pressure_compensator_valve'(no line number info)
Equation location is:
'fluids.thermal_liquid.valves.pressure_control_valves.pressure_compensator_valve'(no line number info)
Equation location is:
'fluids.thermal_liquid.valves.pressure_control_valves.pressure_compensator_valve'(no line number info)
Equation location is:
'fluids.thermal_liquid.valves.pressure_control_valves.pressure_compensator_valve'(no line number info)

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/PumpSystem/Main Pump')"">'pipeline_with_pump_leaks/PumpSystem/Main Pump'</a>
Equation location is:
<a href=""matlab:opentoline(which('fluids.thermal_liquid.pumps_motors.centrifugal_pump'), 431)""> 'fluids.thermal_liquid.pumps_motors.centrifugal_pump'</a> (line 431)
Equation location is:
<a href=""matlab:opentoline(which('fluids.thermal_liquid.pumps_motors.centrifugal_pump'), 404)""> 'fluids.thermal_liquid.pumps_motors.centrifugal_pump'</a> (line 404)

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/PipeSegment1A')"">'pipeline_with_pump_leaks/PipeSegment1A'</a>
Equation location is:
<a href=""matlab:opentoline(which('foundation.thermal_liquid.port_convection'), 46)""> 'foundation.thermal_liquid.port_convection'</a> (line 46)
Equation location is:
<a href=""matlab:opentoline(which('foundation.thermal_liquid.port_convection'), 92)""> 'foundation.thermal_liquid.port_convection'</a> (line 92)

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/PumpSystem/Main Pump')"">'pipeline_with_pump_leaks/PumpSystem/Main Pump'</a>
Equation location is:
<a href=""matlab:opentoline(which('fluids.thermal_liquid.pumps_motors.centrifugal_pump'), 468)""> 'fluids.thermal_liquid.pumps_motors.centrifugal_pump'</a> (line 468)

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/PipeSegment1A')"">'pipeline_with_pump_leaks/PipeSegment1A'</a>
Equation location is:
<a href=""matlab:opentoline(which('foundation.thermal_liquid.port_convection'), 46)""> 'foundation.thermal_liquid.port_convection'</a> (line 46)
Equation location is:
<a href=""matlab:opentoline(which('foundation.thermal_liquid.port_convection'), 95)""> 'foundation.thermal_liquid.port_convection'</a> (line 95)
",16.2107987,NaN,NaN,NaN,NaN
62,60,50,0.6,0.5,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0062_l1_060p00_gpm_l2_050p00_gpm.mat,"",4.9280746,45.3550148315846,19.1375113204618,45.7858971601089,19.185318133828
63,70,50,0.7,0.5,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0063_l1_070p00_gpm_l2_050p00_gpm.mat,"",4.1132312,52.9158720900972,19.1357646264766,53.3062326942818,19.1636738520156
64,80,50,0.8,0.5,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0064_l1_080p00_gpm_l2_050p00_gpm.mat,"",3.3394468,60.4601469502587,19.1344849771081,60.7813368069213,19.1458286749907
65,90,50,0.9,0.5,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0065_l1_090p00_gpm_l2_050p00_gpm.mat,"",6.4755176,67.917935513007,19.1326741495364,68.2089094018466,19.1365037364741
66,100,50,1,0.5,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0066_l1_100p00_gpm_l2_050p00_gpm.mat,"",2.7775277,74.100416774122,19.1321950991667,75.3997068820335,19.1321951005667
67,0,60,0,0.6,0,1,segment2,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0067_l1_000p00_gpm_l2_060p00_gpm.mat,"",3.3997614,1.57207330525225e-08,23.850378927062,1.60683126468393e-08,24.0631672022557
68,10,60,0.1,0.6,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0068_l1_010p00_gpm_l2_060p00_gpm.mat,"",3.8061982,7.41458727549616,22.9935607075672,7.56606707635476,23.2030957512965
69,20,60,0.2,0.6,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0069_l1_020p00_gpm_l2_060p00_gpm.mat,"",3.4762646,15.0153338045331,22.9911321136069,15.2881200591927,23.1664559957959
70,30,60,0.3,0.6,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0070_l1_030p00_gpm_l2_060p00_gpm.mat,"",4.4221065,22.6111718447105,22.9888983542628,22.9717141127119,23.1314799091099
71,40,60,0.4,0.6,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0071_l1_040p00_gpm_l2_060p00_gpm.mat,"",3.7438958,30.1985773498271,22.9860952850101,30.6185559010519,23.0988225698446
72,50,60,0.5,0.6,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0072_l1_050p00_gpm_l2_060p00_gpm.mat,"",3.7144936,37.782414128951,22.9840060784928,38.2228953951105,23.0669935568987
73,60,60,0.6,0.6,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0073_l1_060p00_gpm_l2_060p00_gpm.mat,"",4.3896846,45.3585515653875,22.9827119612073,45.7856526679608,23.0379370459285
74,70,60,0.7,0.6,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0074_l1_070p00_gpm_l2_060p00_gpm.mat,"",3.0695754,52.9216121970884,22.9808930946755,53.306136405074,23.01275612385
75,80,60,0.8,0.6,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0075_l1_080p00_gpm_l2_060p00_gpm.mat,"",2.8393753,60.4559997372257,22.979260114911,60.7817661158187,22.9921556910858
76,90,60,0.9,0.6,1,1,both,failed,,"['pipeline_with_pump_leaks/Reservoir/Solver Configuration']: Transient initialization at time 2, solving for consistent states and modes, failed to converge.
Caused by:
    Nonlinear solver: failed to converge, residual norm too large.
        These components have equations that did not converge:

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/Check Valve (TL)')"">'pipeline_with_pump_leaks/Check Valve (TL)'</a>
Equation location is:
'fluids.thermal_liquid.valves.pressure_control_valves.pressure_compensator_valve'(no line number info)
Equation location is:
'fluids.thermal_liquid.valves.pressure_control_valves.pressure_compensator_valve'(no line number info)
Equation location is:
'fluids.thermal_liquid.valves.pressure_control_valves.pressure_compensator_valve'(no line number info)
Equation location is:
'fluids.thermal_liquid.valves.pressure_control_valves.pressure_compensator_valve'(no line number info)

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/PumpSystem/Main Pump')"">'pipeline_with_pump_leaks/PumpSystem/Main Pump'</a>
Equation location is:
<a href=""matlab:opentoline(which('fluids.thermal_liquid.pumps_motors.centrifugal_pump'), 431)""> 'fluids.thermal_liquid.pumps_motors.centrifugal_pump'</a> (line 431)
Equation location is:
<a href=""matlab:opentoline(which('fluids.thermal_liquid.pumps_motors.centrifugal_pump'), 404)""> 'fluids.thermal_liquid.pumps_motors.centrifugal_pump'</a> (line 404)

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/PipeSegment1A')"">'pipeline_with_pump_leaks/PipeSegment1A'</a>
Equation location is:
<a href=""matlab:opentoline(which('foundation.thermal_liquid.port_convection'), 46)""> 'foundation.thermal_liquid.port_convection'</a> (line 46)
Equation location is:
<a href=""matlab:opentoline(which('foundation.thermal_liquid.port_convection'), 92)""> 'foundation.thermal_liquid.port_convection'</a> (line 92)

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/PumpSystem/Main Pump')"">'pipeline_with_pump_leaks/PumpSystem/Main Pump'</a>
Equation location is:
<a href=""matlab:opentoline(which('fluids.thermal_liquid.pumps_motors.centrifugal_pump'), 468)""> 'fluids.thermal_liquid.pumps_motors.centrifugal_pump'</a> (line 468)

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/PipeSegment1A')"">'pipeline_with_pump_leaks/PipeSegment1A'</a>
Equation location is:
<a href=""matlab:opentoline(which('foundation.thermal_liquid.port_convection'), 46)""> 'foundation.thermal_liquid.port_convection'</a> (line 46)
Equation location is:
<a href=""matlab:opentoline(which('foundation.thermal_liquid.port_convection'), 95)""> 'foundation.thermal_liquid.port_convection'</a> (line 95)
",11.9970968,NaN,NaN,NaN,NaN
77,100,60,1,0.6,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0077_l1_100p00_gpm_l2_060p00_gpm.mat,"",2.9712314,74.1003766448396,22.9760992014178,75.3996916719078,22.9760992041518
78,0,70,0,0.7,0,1,segment2,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0078_l1_000p00_gpm_l2_070p00_gpm.mat,"",3.6740079,1.57188617438676e-08,27.8251893856522,1.60662398675046e-08,28.0716537062708
79,10,70,0.1,0.7,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0079_l1_010p00_gpm_l2_070p00_gpm.mat,"",3.836605,7.41666403472076,26.8407954891375,7.56608546026984,27.078261420194
80,20,70,0.2,0.7,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0080_l1_020p00_gpm_l2_070p00_gpm.mat,"",3.5295131,15.0185736324042,26.8368874751721,15.2880139516307,27.0362432864281
81,30,70,0.3,0.7,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0081_l1_030p00_gpm_l2_070p00_gpm.mat,"",3.3708663,22.6132581229974,26.8334375486948,22.9715422091552,26.9960960846596
82,40,70,0.4,0.7,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0082_l1_040p00_gpm_l2_070p00_gpm.mat,"",3.144533,30.2023516971988,26.8301296357517,30.6184747191788,26.958639461901
83,50,70,0.5,0.7,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0083_l1_050p00_gpm_l2_070p00_gpm.mat,"",3.6508183,37.7856848571705,26.8279383506599,38.2229327216835,26.9220966307819
84,60,70,0.6,0.7,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0084_l1_060p00_gpm_l2_070p00_gpm.mat,"",3.3585945,45.3621814384865,26.8261350096076,45.785227366975,26.8890981834199
85,70,70,0.7,0.7,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0085_l1_070p00_gpm_l2_070p00_gpm.mat,"",2.9983968,52.9178874931998,26.8243636080092,53.3062520403494,26.8605992881226
86,80,70,0.8,0.7,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0086_l1_080p00_gpm_l2_070p00_gpm.mat,"",3.0654991,60.4714466630572,26.8223335433509,60.7812849481191,26.8376841687758
87,90,70,0.9,0.7,1,1,both,failed,,"['pipeline_with_pump_leaks/Reservoir/Solver Configuration']: Transient initialization at time 2, solving for consistent states and modes, failed to converge.
Caused by:
    Nonlinear solver: failed to converge, residual norm too large.
        These components have equations that did not converge:

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/Check Valve (TL)')"">'pipeline_with_pump_leaks/Check Valve (TL)'</a>
Equation location is:
'fluids.thermal_liquid.valves.pressure_control_valves.pressure_compensator_valve'(no line number info)
Equation location is:
'fluids.thermal_liquid.valves.pressure_control_valves.pressure_compensator_valve'(no line number info)
Equation location is:
'fluids.thermal_liquid.valves.pressure_control_valves.pressure_compensator_valve'(no line number info)
Equation location is:
'fluids.thermal_liquid.valves.pressure_control_valves.pressure_compensator_valve'(no line number info)

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/PumpSystem/Main Pump')"">'pipeline_with_pump_leaks/PumpSystem/Main Pump'</a>
Equation location is:
<a href=""matlab:opentoline(which('fluids.thermal_liquid.pumps_motors.centrifugal_pump'), 431)""> 'fluids.thermal_liquid.pumps_motors.centrifugal_pump'</a> (line 431)
Equation location is:
<a href=""matlab:opentoline(which('fluids.thermal_liquid.pumps_motors.centrifugal_pump'), 404)""> 'fluids.thermal_liquid.pumps_motors.centrifugal_pump'</a> (line 404)

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/PipeSegment1A')"">'pipeline_with_pump_leaks/PipeSegment1A'</a>
Equation location is:
<a href=""matlab:opentoline(which('foundation.thermal_liquid.port_convection'), 46)""> 'foundation.thermal_liquid.port_convection'</a> (line 46)
Equation location is:
<a href=""matlab:opentoline(which('foundation.thermal_liquid.port_convection'), 92)""> 'foundation.thermal_liquid.port_convection'</a> (line 92)

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/PumpSystem/Main Pump')"">'pipeline_with_pump_leaks/PumpSystem/Main Pump'</a>
Equation location is:
<a href=""matlab:opentoline(which('fluids.thermal_liquid.pumps_motors.centrifugal_pump'), 468)""> 'fluids.thermal_liquid.pumps_motors.centrifugal_pump'</a> (line 468)

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/PipeSegment1A')"">'pipeline_with_pump_leaks/PipeSegment1A'</a>
Equation location is:
<a href=""matlab:opentoline(which('foundation.thermal_liquid.port_convection'), 46)""> 'foundation.thermal_liquid.port_convection'</a> (line 46)
Equation location is:
<a href=""matlab:opentoline(which('foundation.thermal_liquid.port_convection'), 95)""> 'foundation.thermal_liquid.port_convection'</a> (line 95)
",12.3655383,NaN,NaN,NaN,NaN
88,100,70,1,0.7,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0088_l1_100p00_gpm_l2_070p00_gpm.mat,"",3.1578731,74.1003588425487,26.8174075251721,75.3996403452066,26.8174075302058
89,0,80,0,0.8,0,1,segment2,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0089_l1_000p00_gpm_l2_080p00_gpm.mat,"",3.3609478,1.57171802134914e-08,31.7946331319179,1.60643919460343e-08,32.074399067198
90,10,80,0.1,0.8,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0090_l1_010p00_gpm_l2_080p00_gpm.mat,"",4.1961721,7.41831563405238,30.6840653485406,7.5659084162242,30.9511514556044
91,20,80,0.2,0.8,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0091_l1_020p00_gpm_l2_080p00_gpm.mat,"",3.9612268,15.0214963491611,30.6797231951608,15.2877622662242,30.9037249971579
92,30,80,0.3,0.8,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0092_l1_030p00_gpm_l2_080p00_gpm.mat,"",3.5120673,22.6188959747526,30.6762124911893,22.971417144283,30.858468671556
93,40,80,0.4,0.8,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0093_l1_040p00_gpm_l2_080p00_gpm.mat,"",3.6558275,30.2110993958116,30.6729416206265,30.618216659337,30.8164460054355
94,50,80,0.5,0.8,1,1,both,failed,,"Solver encountered an error while simulating model '<a href=""matlab:open_system ('pipeline_with_pump_leaks')"">pipeline_with_pump_leaks</a>' at time 2.2000000288097792 and cannot continue. Please check the model for errors.
Caused by:
    Solver was unable to reduce the step size without violating the minimum step size value of 7.81597E-15 for 1 consecutive times at time 2.2. This usually may be caused by violating algebraic constraints in the differential-algebraic system or by the high stiffness of the system. Try tightening the error tolerances, and/or the tolerances for computing consistent conditions. If the problem persists, please check the system or increase the solver <a href=""matlab:configset.internal.open('_E_S_O_','MaxConsecutiveMinStep');"">Number of consecutive min steps</a> violation parameter. 
Suggested Actions:
    • Open Solver Profiler to explore such issues - <a href=""matlab:solverprofiler.launchSolverProfiler"">Open</a>
",5.5913082,NaN,NaN,NaN,NaN
95,60,80,0.6,0.8,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0095_l1_060p00_gpm_l2_080p00_gpm.mat,"",3.3788404,45.3722557095913,30.6674156870168,45.784871109581,30.7385675668808
96,70,80,0.7,0.8,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0096_l1_070p00_gpm_l2_080p00_gpm.mat,"",3.1155207,52.9364720705684,30.6650767517469,53.305444947981,30.7070454790894
97,80,80,0.8,0.8,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0097_l1_080p00_gpm_l2_080p00_gpm.mat,"",2.9334064,60.4850891196772,30.6629459067648,60.7808447504686,30.6821797765356
98,90,80,0.9,0.8,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0098_l1_090p00_gpm_l2_080p00_gpm.mat,"",5.9367838,67.90636214732,30.6559332234304,68.2083459322505,30.6661069707294
99,100,80,1,0.8,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0099_l1_100p00_gpm_l2_080p00_gpm.mat,"",2.8018109,74.1003625710714,30.6547901891688,75.3996676263881,30.6547901968907
100,0,90,0,0.9,0,1,segment2,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0100_l1_000p00_gpm_l2_090p00_gpm.mat,"",4.8027654,1.56993769180842e-08,35.7455215387354,1.60622139431579e-08,36.0715357349721
101,10,90,0.1,0.9,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0101_l1_010p00_gpm_l2_090p00_gpm.mat,"",3.8947701,7.41976870912274,34.5250261016112,7.56587924447683,34.8212177849504
102,20,90,0.2,0.9,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0102_l1_020p00_gpm_l2_090p00_gpm.mat,"",3.395688,15.0224154718567,34.5193570480745,15.2877608506658,34.7686170893966
103,30,90,0.3,0.9,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0103_l1_030p00_gpm_l2_090p00_gpm.mat,"",3.6394763,22.6261236256128,34.5168422380448,22.9710066965907,34.7187203367264
104,40,90,0.4,0.9,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0104_l1_040p00_gpm_l2_090p00_gpm.mat,"",3.2517834,30.2193530305856,34.5131570441735,30.6178106010671,34.6720809774834
105,50,90,0.5,0.9,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0105_l1_050p00_gpm_l2_090p00_gpm.mat,"",3.5266236,37.8054678604243,34.5095169954822,38.2220152663401,34.627003274172
106,60,90,0.6,0.9,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0106_l1_060p00_gpm_l2_090p00_gpm.mat,"",3.6550717,45.3797572319846,34.5057851152963,45.7846948162117,34.5862858876419
107,70,90,0.7,0.9,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0107_l1_070p00_gpm_l2_090p00_gpm.mat,"",2.8205841,52.9535842599746,34.5039822318821,53.3050527735243,34.551731036686
108,80,90,0.8,0.9,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0108_l1_080p00_gpm_l2_090p00_gpm.mat,"",2.8830661,60.4589570424911,34.497081153118,60.7804644368634,34.5250903420299
